姐妹,jiěmèi,同父母的女性,الأخوات,الأخوات الإناث
断送,duànsòng,毁掉或失去,الخراب/التدمير,النهاية أو التدمير
夜色,yèsè,夜晚的景色,المشهد الليلي,جو الليل
钴,gǔ,一种金属元素,الكوبالت,عنصر كيميائي
石头,shítou,岩石或石块,الحجر/الصخر,عنصر طبيعي صلب
白雪,báixuě,白色的雪,الثلج الأبيض,عنصر طبيعي نقي
献出,xiànchū,恭敬地给予,العرض/التكريس,فعل العطاء
女神,nǚshén,女性的神,الإلهة,شخصية أنثوية إلهية
韵律,yùnlǜ,诗歌的节奏,الإيقاع/المقياس,البنية الشعرية
侍奉,shìfèng,服侍或伺候,الخدمة/المساعدة,فعل الخدمة
流血,liúxuè,血液流出,النزيف,المعاناة الجسدية
汕头,shàntóu,中国的一个城市,مدينة شانتو,مرجع جغرافي
伤口,shāngkǒu,受伤的地方,الجرح,إصابة جسدية
慰藉,wèijiè,安慰或抚慰,المواساة,الشفاء العاطفي
遗忘,yíwàng,忘记或失去记忆,النسيان,فقدان الذاكرة
伴侣,bànlǚ,一起生活的人,الرفيق,شريك الحياة
火把,huǒbǎ,用来照明的火,المشعل,مصدر الضوء
辨认,biànrèn,识别或确认,التعرف/التحديد,عملية التعرف
嘴脸,zuǐliǎn,脸的样子,الوجه/الملامح,المظهر الوجهي
无可救药,wúkějiùyào,无法挽救的,غير قابل للشفاء/يائس,خارج نطاق المساعدة
肉体,ròutǐ,人的身体,الجسد/الجسم,الشكل الجسدي
草原,cǎoyuán,长满草的原野,المرج/السهوب,منظر طبيعي مفتوح
帐篷,zhàngpeng,用来居住的篷子,الخيمة,هيكل المأوى
编织,biānzhī,用线织成布,النسج/الحياكة,الإبداع النسيجي
纺轮,fǎnglún,用来纺线的工具,عجلة الغزل,أداة نسيجية
轮轴,lúnzhóu,车轮的中心轴,المحور/العمود,مكون ميكانيكي
屈从,qūcóng,屈服或顺从,الخضوع/الاستسلام,فعل الاستسلام
晚霞,wǎnxiá,傍晚的彩云,الشفق المسائي,ألوان الغروب
起飞,qǐfēi,飞机开始飞行,الإقلاع,بداية الرحلة
秘密,mìmì,不公开的事情,السر,المعرفة المخفية
高空,gāokōng,很高的天空,الارتفاع العالي,المساحة المرتفعة
血红,xuèhóng,像血一样的红色,الأحمر الدموي,اللون الأحمر العميق
月亮,yuèliàng,地球的卫星,القمر,الجسم السماوي
迟至,chízhì,最晚到,في أقصى حد متأخر,مرجع زمني
诉说,sùshuō,详细地讲述,الرواية/السرد,فعل الكلام
判,pàn,判决或判定,الحكم/الإدانة,الحكم القانوني
家园,jiāyuán,家乡或故乡,الوطن/البلاد الأصلية,مكان الانتماء
结伴,jiébàn,一起同行,السفر معاً,الرفقة
青春,qīngchūn,年轻的时候,الشباب,العمر الشاب
革命,gémìng,社会制度的根本改变,الثورة,التغيير الاجتماعي
札记,zhájì,读书时做的笔记,الملاحظات/المذكرات,السجلات المكتوبة
难民,nànmín,因战争等原因流离失所的人,اللاجئ,الشخص المشرد
镌刻,juānkè,在硬物上刻字,النقش/النحت,الإبداع الفني
乞讨,qǐtǎo,向人要钱或食物,التسول,فعل طلب المساعدة
木碗,mùwǎn,用木头做的碗,وعاء خشبي,حاوية بسيطة
眼红,yǎnhóng,嫉妒或羡慕,حسود/أحمر العينين,الحالة العاطفية
***
混沌,hùndùn,混乱无序的状态,الفوضى/الارتباك,الحالة غير المنظمة
头颅,tóulú,人的头部,الرأس/الجمجمة,جزء الجسم الذي يمثل العقل
运货马车,yùnhuòmǎchē,用来运货的马车,عربة الشحن,مركبة النقل
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,متمايل/غير مستقر,الحركة غير المستقرة
山冈,shāngāng,小山或丘陵,التل/الرابية,الأرض المرتفعة
马车夫,mǎchēfū,驾驶马车的人,سائق العربة,مشغل النقل
上帝,shàngdì,最高的神,الله,الكائن الإلهي
肮脏,āngzāng,不干净的样子,قذر/نجس,الحالة غير النقية
膝盖,xīgài,大腿和小腿之间的关节,الركبة,مفصل الجسم
鞭子,biānzi,用来驱赶牲畜的工具,السوط,أداة التحكم
绝望,juéwàng,完全失去希望,اليأس/عدم الأمل,الحالة العاطفية
***
打扫,dǎsǎo,清理或清扫,التنظيف/الكنس,فعل التنظيف
陌不相识,mòbùxiāngshí,不认识的人,الغريب/المجهول,الشخص غير المألوف
寂寞,jìmò,孤单冷清的感觉,وحيد,العزلة العاطفية
阴沉,yīnchén,天气阴暗的样子,كئيب/مظلم,الحالة الجوية
泉水,quánshuǐ,从地下涌出的水,ماء الينبوع,مصدر الماء الطبيعي
白白,báibái,没有效果地,عبثاً,بدون هدف
开放,kāifàng,花朵张开或开放,الفتح/الإزهار,العملية الطبيعية
美丽,měilì,好看的样子,جميل,الصفة الجمالية الإيجابية
负伤,fùshāng,受伤或受伤,مصاب/مجروح,الضرر الجسدي
麦子,màizi,小麦的植株,القمح,محصول الحبوب
芳香,fāngxiāng,好闻的气味,عطري,الصفة العطرية
荒凉,huāngliáng,人烟稀少的样子,قاحل/عقيم,المنظر الطبيعي الفارغ
承受,chéngshòu,接受或承担,تحمل/الصبر,قبول العبء
雷霆,léitíng,打雷的声音,الرعد,الظاهرة الطبيعية
圣书,shèngshū,神圣的书籍,الكتاب المقدس,النص المقدس
上卷,shàngjuàn,书的上半部分,المجلد العلوي,الجزء الأول من الكتاب
翅膀,chìbǎng,鸟类用来飞行的器官,الأجنحة,أجزاء الجسم للطيران
明亮,míngliàng,光线充足的样子,مشرق/واضح,صفة الضوء
阴沉沉,yīnchénchén,天气很阴暗的样子,كئيب,الحالة الجوية
下卷,xiàjuàn,书的下半部分,المجلد السفلي,الجزء الثاني من الكتاب
欢乐,huānlè,快乐的样子,فرح/سعيد,العاطفة الإيجابية
空空荡荡,kōngkōngdàngdàng,空无一物的样子,فارغ/خالي,خالي من المحتوى
合成,héchéng,把不同的东西合在一起,الجمع/الاندماج,عملية التوحيد
劈开,pīkāi,用刀斧等分开,الشق/التقسيم,فعل التقسيم
肢体,zhītǐ,人的四肢和身体,الأطراف/أجزاء الجسم,المكونات الجسدية
***
手捧,shǒupěng,用手捧着,الحمل باليدين,الفعل الجسدي
亲生,qīnshēng,自己生的孩子,بيولوجي/خاص,العلاقة المباشرة
鲜血,xiānxuè,新鲜的血液,الدم الطازج,الدم الحي
杯子,bēizi,用来喝水的器皿,الكوب/الكأس,الحاوية
光明,guāngmíng,光亮的样子,السطوع/النور,الإضاءة
孪生,luánshēng,双胞胎,التوأم,الأشقاء المتطابقون
兄弟,xiōngdì,同父母的男性,الإخوة,الأشقاء الذكور
古波斯,gǔbōsī,古代的波斯,بلاد فارس القديمة,المنطقة التاريخية
高原,gāoyuán,海拔较高的平地,الهضبة/الأراضي المرتفعة,الأرض المرتفعة
地带,dìdài,一定的区域,المنطقة/المنطقة,المنطقة الجغرافية
神圣,shénshèng,神圣不可侵犯的,مقدس/إلهي,الصفة الإلهية
经典,jīngdiǎn,具有权威性的著作,الكلاسيكي/الكنون,النص السلطوي
原野,yuányě,没有树木的广阔平地,السهل/البرية,المنظر الطبيعي المفتوح
洪水,hóngshuǐ,大雨造成的灾害,الفيضان,الكارثة الطبيعية
漫上,mànshàng,水涨上来,الفيضان,ارتفاع الماء
两岸,liǎng'àn,河的两边,الضفتين,جانبي النهر
平原,píngyuán,地势平坦的地方,السهل/الأرض المسطحة,التضاريس المستوية
剑刃,jiànrèn,剑的锋利部分,نصل السيف,الحافة الحادة
光芒,guāngmáng,强烈的光线,اللمعان/النور,الضوء اللامع
走遍,zǒubiàn,走遍所有地方,السفر في كل مكان,الرحلة الكاملة
印度,yìndù,南亚的一个国家,الهند,اسم البلد
西藏,xīzàng,中国的一个自治区,التبت,اسم المنطقة
长途跋涉,chángtúbáshè,走很长的路,الرحلة الطويلة,الرحلة الممتدة
雪山,xuěshān,终年积雪的山,الجبل الثلجي,قمة الارتفاع العالي
乱石,luànshí,散乱的石头,الحجارة المتناثرة,الحجارة غير المنظمة
狮子,shīzi,一种大型猫科动物,الأسد,الحيوان البري
寻求,xúnqiú,寻找或追求,البحث/السعي,البحث النشط
女儿,nǚ'ér,女性的孩子,الابنة,الطفلة الأنثى
诗,shī,文学的一种体裁,الشعر,الشكل الأدبي
流放,liúfàng,被驱逐到远方,المنفى,النفي
故乡,gùxiāng,出生的地方,المدينة الأصلية,مكان المنشأ
山巅,shāndiān,山的最高处,قمة الجبل,القمة
采纳,cǎinà,接受或采用,التبني/القبول,القبول
言词,yáncí,说话的内容,الكلمات/الخطاب,اللغة
田野,tiányě,耕种的土地,الحقول,الأرض الزراعية
粮食,liángshi,可以吃的谷物,الحبوب/الطعام,الغذاء الأساسي
谷仓,gǔcāng,储存粮食的地方,المخزن,مبنى التخزين
覆盖,fùgài,遮盖在上面,التغطية,الطبقة الواقية
怨恨,yuànhèn,强烈的不满或仇恨,الاستياء,العاطفة السلبية
祝福,zhùfú,美好的祝愿,البركة,الرغبة الإيجابية
黑暗,hēi'àn,没有光线的状态,الظلام,غياب الضوء
母亲,mǔqīn,生养自己的女性,الأم,الوالدة الأنثى
地母,dìmǔ,大地母亲,أم الأرض,الأنثى الإلهية
夜晚,yèwǎn,天黑到天亮的时间,الليل,وقت الظلام
归,guī,属于或归属,ينتمي إلى,الملكية
少女,shàonǚ,年轻的女孩,الشابة,الشباب الأنثوي
佩带,pèidài,佩戴或装饰,الارتداء/الزينة,الفعل الزخرفي
花朵,huāduǒ,植物的花,الزهرة,الجمال الطبيعي
鲜嫩,xiānnèn,新鲜嫩滑的样子,طازج/رقيق,صفة الشباب
嘴唇,zuǐchún,嘴的边缘部分,الشفتان,جزء الجسم
火焰般,huǒyànbān,像火焰一样,مثل اللهب,الصفة النارية
原始,yuánshǐ,最初的或最初的,بدائي/أصلي,الحالة القديمة
头盖骨,tóugàigǔ,头部的骨头,الجمجمة,البنية العظمية
掀开,xiānkāi,揭开或打开,الرفع/الفتح,فعل الفتح
神,shén,超自然的存在,الله/الإلهية,الكائن الإلهي
站立,zhànlì,直着身体站着,الوقوف,الموضع العمودي
战场,zhànchǎng,打仗的地方,ساحة المعركة,منطقة القتال
血红,xuèhóng,像血一样的红色,الأحمر الدموي,اللون الأحمر العميق
冲上,chōngshàng,快速向上移动,الاندفاع لأعلى,الحركة السريعة لأعلى
火中之火,huǒzhōngzhīhuǒ,火中的火,النار في النار,النار الشديدة
粗糙,cūcāo,不光滑的样子,خشن/خشن,صفة الملمس
名字,míngzi,人的称呼,الاسم,المعرف الشخصي
革命,gémìng,社会制度的根本改变,الثورة,الاضطراب الاجتماعي
赤裸,chìluǒ,没有穿衣服的样子,عاري/مكشوف,الحالة المكشوفة
身体,shēntǐ,人的躯体,الجسم,الشكل الجسدي
行走,xíngzǒu,走路或移动,المشي/الحركة,الحركة
幻灭,huànmiè,希望破灭,الوهم والدمار,الاختفاء
