草原,cǎoyuán,长满草的原野,Степь/прерия,Открытый природный ландшафт
帐篷,zhàngpeng,用来居住的篷子,Палатка,Структура убежища
编织,biānzhī,用线织成布,Ткать/вязать,Текстильное творчество
纺轮,fǎnglún,用来纺线的工具,Прялка,Текстильный инструмент
轮轴,lúnzhóu,车轮的中心轴,Ось/вал,Механический компонент
屈从,qūcóng,屈服或顺从,Подчиниться/уступить,Акт капитуляции
晚霞,wǎnxiá,傍晚的彩云,Вечерняя заря,Цвета заката
起飞,qǐfēi,飞机开始飞行,Взлететь,Начало полета
秘密,mìmì,不公开的事情,Секрет,Скрытые знания
高空,gāokōng,很高的天空,Большая высота,Высокое пространство
血红,xuèhóng,像血一样的红色,Кроваво-красный,Глубокий красный цвет
月亮,yuèliàng,地球的卫星,Луна,Небесное тело
迟至,chízhì,最晚到,Не позднее,Временная ссылка
诉说,sùshuō,详细地讲述,Рассказывать/повествовать,Акт говорения
判,pàn,判决或判定,Приговорить/осудить,Правовое решение
家园,jiāyuán,家乡或故乡,Родина/дом,Место принадлежности
结伴,jiébàn,一起同行,Путешествовать вместе,Товарищество
青春,qīngchūn,年轻的时候,Молодость,Молодой возраст
革命,gémìng,社会制度的根本改变,Революция,Социальные изменения
札记,zhájì,读书时做的笔记,Записи/дневник,Письменные записи
难民,nànmín,因战争等原因流离失所的人,Беженец,Перемещенное лицо
镌刻,juānkè,在硬物上刻字,Гравировать/вырезать,Художественное творчество
乞讨,qǐtǎo,向人要钱或食物,Просить милостыню,Акт просьбы о помощи
木碗,mùwǎn,用木头做的碗,Деревянная миска,Простой контейнер
眼红,yǎnhóng,嫉妒或羡慕,Завистливый/красные глаза,Эмоциональное состояние
***
混沌,hùndùn,混乱无序的状态,Хаос/путаница,Неупорядоченное состояние
头颅,tóulú,人的头部,Голова/череп,Часть тела, представляющая разум
运货马车,yùnhuòmǎchē,用来运货的马车,Грузовая телега,Транспортное средство
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Покачивающийся/нестабильный,Нестабильное движение
山冈,shāngāng,小山或丘陵,Холм/возвышенность,Высокая земля
马车夫,mǎchēfū,驾驶马车的人,Извозчик,Оператор транспорта
上帝,shàngdì,最高的神,Бог,Божественное существо
肮脏,āngzāng,不干净的样子,Грязный/нечистый,Нечистое состояние
膝盖,xīgài,大腿和小腿之间的关节,Колено,Телесный сустав
鞭子,biānzi,用来驱赶牲畜的工具,Кнут,Инструмент контроля
绝望,juéwàng,完全失去希望,Отчаяние/безнадежность,Эмоциональное состояние
***
打扫,dǎsǎo,清理或清扫,Убирать/подметать,Действие уборки
陌不相识,mòbùxiāngshí,不认识的人,Незнакомец/неизвестный,Незнакомый человек
寂寞,jìmò,孤单冷清的感觉,Одинокий,Эмоциональная изоляция
阴沉,yīnchén,天气阴暗的样子,Мрачный/темный,Атмосферное состояние
泉水,quánshuǐ,从地下涌出的水,Родниковая вода,Природный источник воды
白白,báibái,没有效果地,Напрасно,Без цели
开放,kāifàng,花朵张开或开放,Открываться/цвести,Естественный процесс
美丽,měilì,好看的样子,Красивый,Положительное эстетическое качество
负伤,fùshāng,受伤或受伤,Раненый/травмированный,Физический ущерб
麦子,màizi,小麦的植株,Пшеница,Зерновая культура
芳香,fāngxiāng,好闻的气味,Ароматный,Ароматическое качество
荒凉,huāngliáng,人烟稀少的样子,Пустынный/бесплодный,Пустой ландшафт
承受,chéngshòu,接受或承担,Выносить/терпеть,Принятие бремени
雷霆,léitíng,打雷的声音,Гром,Природное явление
圣书,shèngshū,神圣的书籍,Священная книга,Священный текст
上卷,shàngjuàn,书的上半部分,Верхний том,Первая часть книги
翅膀,chìbǎng,鸟类用来飞行的器官,Крылья,Части тела для полета
明亮,míngliàng,光线充足的样子,Яркий/четкий,Качество света
阴沉沉,yīnchénchén,天气很阴暗的样子,Мрачный,Атмосферное состояние
下卷,xiàjuàn,书的下半部分,Нижний том,Вторая часть книги
欢乐,huānlè,快乐的样子,Радостный/счастливый,Положительная эмоция
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Пустой/пустующий,Лишенный содержания
合成,héchéng,把不同的东西合在一起,Объединить/слить,Процесс объединения
劈开,pīkāi,用刀斧等分开,Расколоть/разделить,Действие разделения
肢体,zhītǐ,人的四肢和身体,Конечности/части тела,Физические компоненты
***
手捧,shǒupěng,用手捧着,Держать в руках,Физическое действие
亲生,qīnshēng,自己生的孩子,Биологический/собственный,Прямые отношения
鲜血,xiānxuè,新鲜的血液,Свежая кровь,Живая кровь
杯子,bēizi,用来喝水的器皿,Чашка/стакан,Контейнер
光明,guāngmíng,光亮的样子,Яркость/свет,Освещение
孪生,luánshēng,双胞胎,Близнец,Идентичные братья
兄弟,xiōngdì,同父母的男性,Братья,Мужские братья
古波斯,gǔbōsī,古代的波斯,Древняя Персия,Исторический регион
高原,gāoyuán,海拔较高的平地,Плато/высокогорье,Высокая земля
地带,dìdài,一定的区域,Регион/зона,Географическая область
神圣,shénshèng,神圣不可侵犯的,Священный/божественный,Божественное качество
经典,jīngdiǎn,具有权威性的著作,Классический/канон,Авторитетный текст
原野,yuányě,没有树木的广阔平地,Равнина/пустошь,Открытый ландшафт
洪水,hóngshuǐ,大雨造成的灾害,Наводнение,Природная катастрофа
漫上,mànshàng,水涨上来,Затопить,Поднимающаяся вода
两岸,liǎng'àn,河的两边,Оба берега,Стороны реки
平原,píngyuán,地势平坦的地方,Равнина/плоская земля,Ровная местность
剑刃,jiànrèn,剑的锋利部分,Лезвие меча,Острый край
光芒,guāngmáng,强烈的光线,Сияние/свет,Яркий свет
走遍,zǒubiàn,走遍所有地方,Путешествовать повсюду,Полное путешествие
印度,yìndù,南亚的一个国家,Индия,Название страны
西藏,xīzàng,中国的一个自治区,Тибет,Название региона
长途跋涉,chángtúbáshè,走很长的路,Долгое путешествие,Расширенное путешествие
雪山,xuěshān,终年积雪的山,Снежная гора,Высокогорный пик
乱石,luànshí,散乱的石头,Разбросанные камни,Неупорядоченные камни
狮子,shīzi,一种大型猫科动物,Лев,Дикое животное
寻求,xúnqiú,寻找或追求,Искать/разыскивать,Активный поиск
女儿,nǚ'ér,女性的孩子,Дочь,Женский ребенок
诗,shī,文学的一种体裁,Поэзия,Литературная форма
流放,liúfàng,被驱逐到远方,Изгнание,Изгнание
故乡,gùxiāng,出生的地方,Родной город,Место происхождения
山巅,shāndiān,山的最高处,Вершина горы,Пик
采纳,cǎinà,接受或采用,Принять/принять,Принятие
言词,yáncí,说话的内容,Слова/речь,Язык
田野,tiányě,耕种的土地,Поля,Сельскохозяйственная земля
粮食,liángshi,可以吃的谷物,Зерно/еда,Основная пища
谷仓,gǔcāng,储存粮食的地方,Амбар,Складское здание
覆盖,fùgài,遮盖在上面,Покрывать,Защитный слой
怨恨,yuànhèn,强烈的不满或仇恨,Обида,Негативная эмоция
祝福,zhùfú,美好的祝愿,Благословение,Положительное желание
黑暗,hēi'àn,没有光线的状态,Темнота,Отсутствие света
母亲,mǔqīn,生养自己的女性,Мать,Женский родитель
地母,dìmǔ,大地母亲,Мать-земля,Божественное женское начало
夜晚,yèwǎn,天黑到天亮的时间,Ночь,Время темноты
归,guī,属于或归属,Принадлежать,Владение
少女,shàonǚ,年轻的女孩,Девушка,Женская молодежь
佩带,pèidài,佩戴或装饰,Носить/украшать,Декоративное действие
花朵,huāduǒ,植物的花,Цветок,Природная красота
鲜嫩,xiānnèn,新鲜嫩滑的样子,Свежий/нежный,Качество молодости
嘴唇,zuǐchún,嘴的边缘部分,Губы,Часть тела
火焰般,huǒyànbān,像火焰一样,Как пламя,Огненное качество
原始,yuánshǐ,最初的或最初的,Примитивный/оригинальный,Древнее состояние
头盖骨,tóugàigǔ,头部的骨头,Череп,Костная структура
掀开,xiānkāi,揭开或打开,Поднять/открыть,Действие открытия
神,shén,超自然的存在,Бог/божественность,Божественное существо
站立,zhànlì,直着身体站着,Стоять,Вертикальное положение
战场,zhànchǎng,打仗的地方,Поле битвы,Зона боя
血红,xuèhóng,像血一样的红色,Кроваво-красный,Глубокий красный цвет
冲上,chōngshàng,快速向上移动,Взбежать вверх,Быстрое движение вверх
火中之火,huǒzhōngzhīhuǒ,火中的火,Огонь в огне,Интенсивный огонь
粗糙,cūcāo,不光滑的样子,Грубый/шероховатый,Качество текстуры
名字,míngzi,人的称呼,Имя,Личный идентификатор
革命,gémìng,社会制度的根本改变,Революция,Социальные потрясения
赤裸,chìluǒ,没有穿衣服的样子,Голый/обнаженный,Открытое состояние
身体,shēntǐ,人的躯体,Тело,Физическая форма
行走,xíngzǒu,走路或移动,Ходить/двигаться,Локомоция
幻灭,huànmiè,希望破灭,Иллюзия и разрушение,Исчезновение
