白白,báibái,没有效果地,व्यर्थ,बिना उद्देश्य के
开放,kāifàng,花朵张开或开放,खुलना/खिलना,प्राकृतिक प्रक्रिया
美丽,měilì,好看的样子,सुंदर,सकारात्मक सौंदर्य गुण
负伤,fùshāng,受伤或受伤,घायल/चोटिल,शारीरिक क्षति
麦子,màizi,小麦的植株,गेहूं,अनाज की फसल
芳香,fāngxiāng,好闻的气味,सुगंधित,सुगंधित गुण
荒凉,huāngliáng,人烟稀少的样子,उजाड़/बंजर,खाली दृश्य
承受,chéngshòu,接受或承担,सहना/सहन करना,बोझ स्वीकार करना
雷霆,léitíng,打雷的声音,बिजली की आवाज,प्राकृतिक घटना
圣书,shèngshū,神圣的书籍,पवित्र पुस्तक,पवित्र पाठ
上卷,shàngjuàn,书的上半部分,ऊपरी खंड,पुस्तक का पहला भाग
翅膀,chìbǎng,鸟类用来飞行的器官,पंख,उड़ान के लिए शारीरिक अंग
明亮,míngliàng,光线充足的样子,चमकदार/स्पष्ट,प्रकाश की गुणवत्ता
阴沉沉,yīnchénchén,天气很阴暗的样子,उदास,वायुमंडलीय स्थिति
下卷,xiàjuàn,书的下半部分,निचला खंड,पुस्तक का दूसरा भाग
欢乐,huānlè,快乐的样子,खुश/प्रसन्न,सकारात्मक भावना
空空荡荡,kōngkōngdàngdàng,空无一物的样子,खाली/रिक्त,सामग्री से रहित
合成,héchéng,把不同的东西合在一起,मिलाना/विलय करना,एकीकरण प्रक्रिया
劈开,pīkāi,用刀斧等分开,काटना/तोड़ना,विभाजन की क्रिया
肢体,zhītǐ,人的四肢和身体,अंग/शारीरिक अंग,शारीरिक घटक
***
手捧,shǒupěng,用手捧着,हाथों में पकड़ना,शारीरिक क्रिया
亲生,qīnshēng,自己生的孩子,जैविक/अपना,प्रत्यक्ष संबंध
鲜血,xiānxuè,新鲜的血液,ताजा खून,जीवित रक्त
杯子,bēizi,用来喝水的器皿,कप/गिलास,कंटेनर
光明,guāngmíng,光亮的样子,चमक/प्रकाश,प्रकाश
孪生,luánshēng,双胞胎,जुड़वां,समान भाई-बहन
兄弟,xiōngdì,同父母的男性,भाई,पुरुष भाई-बहन
古波斯,gǔbōsī,古代的波斯,प्राचीन फारस,ऐतिहासिक क्षेत्र
高原,gāoyuán,海拔较高的平地,पठार/ऊंची भूमि,ऊंची भूमि
地带,dìdài,一定的区域,क्षेत्र/जोन,भौगोलिक क्षेत्र
神圣,shénshèng,神圣不可侵犯的,पवित्र/दिव्य,दिव्य गुण
经典,jīngdiǎn,具有权威性的著作,क्लासिक/कैनन,प्राधिकृत पाठ
原野,yuányě,没有树木的广阔平地,मैदान/जंगल,खुला दृश्य
洪水,hóngshuǐ,大雨造成的灾害,बाढ़,प्राकृतिक आपदा
漫上,mànshàng,水涨上来,बाढ़ आना,पानी का बढ़ना
两岸,liǎng'àn,河的两边,दोनों किनारे,नदी के किनारे
平原,píngyuán,地势平坦的地方,मैदान/समतल भूमि,समतल इलाका
剑刃,jiànrèn,剑的锋利部分,तलवार की धार,तीक्ष्ण धार
光芒,guāngmáng,强烈的光线,चमक/प्रकाश,चमकदार प्रकाश
走遍,zǒubiàn,走遍所有地方,हर जगह यात्रा करना,पूरी यात्रा
印度,yìndù,南亚的一个国家,भारत,देश का नाम
西藏,xīzàng,中国的一个自治区,तिब्बत,क्षेत्र का नाम
长途跋涉,chángtúbáshè,走很长的路,लंबी यात्रा,विस्तारित यात्रा
雪山,xuěshān,终年积雪的山,बर्फीला पहाड़,उच्च ऊंचाई का शिखर
乱石,luànshí,散乱的石头,बिखरे पत्थर,अव्यवस्थित पत्थर
狮子,shīzi,一种大型猫科动物,शेर,जंगली जानवर
寻求,xúnqiú,寻找或追求,खोजना/तलाश करना,सक्रिय खोज
女儿,nǚ'ér,女性的孩子,बेटी,महिला बच्चा
诗,shī,文学的一种体裁,कविता,साहित्यिक रूप
流放,liúfàng,被驱逐到远方,निर्वासन,निर्वासन
故乡,gùxiāng,出生的地方,जन्मस्थान,उत्पत्ति का स्थान
山巅,shāndiān,山的最高处,पहाड़ की चोटी,शिखर
采纳,cǎinà,接受或采用,अपनाना/स्वीकार करना,स्वीकृति
言词,yáncí,说话的内容,शब्द/भाषण,भाषा
田野,tiányě,耕种的土地,खेत,कृषि भूमि
粮食,liángshi,可以吃的谷物,अनाज/भोजन,मुख्य भोजन
谷仓,gǔcāng,储存粮食的地方,अनाज भंडार,भंडारण भवन
覆盖,fùgài,遮盖在上面,ढकना,सुरक्षात्मक परत
怨恨,yuànhèn,强烈的不满或仇恨,क्रोध,नकारात्मक भावना
祝福,zhùfú,美好的祝愿,आशीर्वाद,सकारात्मक इच्छा
黑暗,hēi'àn,没有光线的状态,अंधेरा,प्रकाश का अभाव
母亲,mǔqīn,生养自己的女性,मां,महिला माता-पिता
地母,dìmǔ,大地母亲,धरती मां,दिव्य स्त्री
夜晚,yèwǎn,天黑到天亮的时间,रात,अंधेरे का समय
归,guī,属于或归属,संबंधित होना,स्वामित्व
少女,shàonǚ,年轻的女孩,युवती,महिला युवा
佩带,pèidài,佩戴或装饰,पहनना/सजाना,सजावटी क्रिया
花朵,huāduǒ,植物的花,फूल,प्राकृतिक सुंदरता
鲜嫩,xiānnèn,新鲜嫩滑的样子,ताजा/कोमल,युवावस्था की गुणवत्ता
嘴唇,zuǐchún,嘴的边缘部分,होंठ,शारीरिक अंग
火焰般,huǒyànbān,像火焰一样,लौ की तरह,आग जैसी गुणवत्ता
原始,yuánshǐ,最初的或最初的,आदिम/मूल,प्राचीन स्थिति
头盖骨,tóugàigǔ,头部的骨头,खोपड़ी,हड्डी की संरचना
掀开,xiānkāi,揭开或打开,उठाना/खोलना,खोलने की क्रिया
神,shén,超自然的存在,भगवान/दिव्यता,दिव्य प्राणी
站立,zhànlì,直着身体站着,खड़ा होना,ऊर्ध्व स्थिति
战场,zhànchǎng,打仗的地方,युद्धक्षेत्र,लड़ाई का क्षेत्र
血红,xuèhóng,像血一样的红色,खूनी लाल,गहरा लाल रंग
冲上,chōngshàng,快速向上移动,ऊपर दौड़ना,तेजी से ऊपर की गति
火中之火,huǒzhōngzhīhuǒ,火中的火,आग में आग,तीव्र आग
粗糙,cūcāo,不光滑的样子,खुरदरा/मोटा,बनावट की गुणवत्ता
名字,míngzi,人的称呼,नाम,व्यक्तिगत पहचानकर्ता
革命,gémìng,社会制度的根本改变,क्रांति,सामाजिक उथल-पुथल
赤裸,chìluǒ,没有穿衣服的样子,नग्न/खुला,अनावृत स्थिति
身体,shēntǐ,人的躯体,शरीर,शारीरिक रूप
行走,xíngzǒu,走路或移动,चलना/हिलना,गति
幻灭,huànmiè,希望破灭,भ्रम और विनाश,गायब होना
