洪水,hóngshuǐ,大雨造成的灾害,Flood,Natural disaster
漫上,mànshàng,水涨上来,Flood over,Water rising
两岸,liǎng'àn,河的两边,Both banks,River sides
平原,píngyuán,地势平坦的地方,Plain/flatland,Level terrain
剑刃,jiànrèn,剑的锋利部分,Sword blade,Sharp edge
光芒,guāngmáng,强烈的光线,Radiance/light,Brilliant light
走遍,zǒubiàn,走遍所有地方,Travel throughout,Complete journey
印度,yìndù,南亚的一个国家,India,Country name
西藏,xīzàng,中国的一个自治区,Tibet,Region name
长途跋涉,chángtúbáshè,走很长的路,Long journey,Extended travel
雪山,xuěshān,终年积雪的山,Snow mountain,High altitude peak
乱石,luànshí,散乱的石头,Scattered rocks,Disordered stones
狮子,shīzi,一种大型猫科动物,Lion,Wild animal
寻求,xúnqiú,寻找或追求,Seek/search,Active pursuit
女儿,nǚ'ér,女性的孩子,Daughter,Female child
诗,shī,文学的一种体裁,Poetry,Literary form
流放,liúfàng,被驱逐到远方,Exile,Banishment
故乡,gùxiāng,出生的地方,Hometown,Place of origin
山巅,shāndiān,山的最高处,Mountain peak,Summit
采纳,cǎinà,接受或采用,Adopt/accept,Acceptance
言词,yáncí,说话的内容,Words/speech,Language
田野,tiányě,耕种的土地,Fields,Agricultural land
粮食,liángshi,可以吃的谷物,Grain/food,Staple food
谷仓,gǔcāng,储存粮食的地方,Granary,Storage building
覆盖,fùgài,遮盖在上面,Cover,Protective layer
怨恨,yuànhèn,强烈的不满或仇恨,Resentment,Negative emotion
祝福,zhùfú,美好的祝愿,Blessing,Positive wish
黑暗,hēi'àn,没有光线的状态,Darkness,Absence of light
母亲,mǔqīn,生养自己的女性,Mother,Female parent
地母,dìmǔ,大地母亲,Earth mother,Divine feminine
夜晚,yèwǎn,天黑到天亮的时间,Night,Time of darkness
归,guī,属于或归属,Belong to,Ownership
少女,shàonǚ,年轻的女孩,Young girl,Female youth
佩带,pèidài,佩戴或装饰,Wear/adorn,Decorative action
花朵,huāduǒ,植物的花,Flower,Natural beauty
鲜嫩,xiānnèn,新鲜嫩滑的样子,Fresh/tender,Quality of youth
嘴唇,zuǐchún,嘴的边缘部分,Lips,Body part
火焰般,huǒyànbān,像火焰一样,Flame-like,Fiery quality
原始,yuánshǐ,最初的或最初的,Primitive/original,Ancient state
头盖骨,tóugàigǔ,头部的骨头,Skull,Bone structure
掀开,xiānkāi,揭开或打开,Lift/open,Opening action
神,shén,超自然的存在,God/divinity,Divine being
站立,zhànlì,直着身体站着,Stand,Vertical position
战场,zhànchǎng,打仗的地方,Battlefield,Combat area
血红,xuèhóng,像血一样的红色,Blood red,Deep red color
冲上,chōngshàng,快速向上移动,Rush up,Rapid upward movement
火中之火,huǒzhōngzhīhuǒ,火中的火,Fire within fire,Intense fire
粗糙,cūcāo,不光滑的样子,Rough/coarse,Texture quality
名字,míngzi,人的称呼,Name,Personal identifier
革命,gémìng,社会制度的根本改变,Revolution,Social upheaval
赤裸,chìluǒ,没有穿衣服的样子,Naked/bare,Uncovered state
身体,shēntǐ,人的躯体,Body,Physical form
行走,xíngzǒu,走路或移动,Walk/move,Locomotion
幻灭,huànmiè,希望破灭,Illusion and destruction,Disappearance
