天马,tiānmǎ,天上的马,Cavalo celestial,Criatura mítica que representa liberdade
***
黄昏,huánghūn,日落时分,Crepúsculo,Tempo entre dia e noite
嫁妆,jiàzhuāng,女子出嫁时的财物,Dote,Presente de casamento que representa transição
姐妹,jiěmèi,同父母的女性,Irmãs,Irmãs femininas
断送,duànsòng,毁掉或失去,Arruinar/destruir,Fim ou destruição
夜色,yèsè,夜晚的景色,Cena noturna,Atmosfera da noite
钴,gǔ,一种金属元素,Cobalto,Elemento químico
石头,shítou,岩石或石块,Pedra/rocha,Elemento natural sólido
白雪,báixuě,白色的雪,Neve branca,Elemento natural puro
献出,xiànchū,恭敬地给予,Oferecer/dedicar,Ato de dar
女神,nǚshén,女性的神,Deusa,Figura feminina divina
韵律,yùnlǜ,诗歌的节奏,Ritmo/métrica,Estrutura poética
侍奉,shìfèng,服侍或伺候,Servir/assistir,Ato de serviço
流血,liúxuè,血液流出,Sangrar,Sofrimento físico
汕头,shàntóu,中国的一个城市,Cidade de Shantou,Referência geográfica
伤口,shāngkǒu,受伤的地方,Ferida,Lesão física
慰藉,wèijiè,安慰或抚慰,Consolar,Cura emocional
遗忘,yíwàng,忘记或失去记忆,Esquecer,Perda de memória
伴侣,bànlǚ,一起生活的人,Companheiro,Parceiro de vida
火把,huǒbǎ,用来照明的火,Tocha,Fonte de luz
辨认,biànrèn,识别或确认,Reconhecer/identificar,Processo de reconhecimento
嘴脸,zuǐliǎn,脸的样子,Rosto/características,Aparência facial
无可救药,wúkějiùyào,无法挽救的,Incuravel/sem esperança,Além da ajuda
肉体,ròutǐ,人的身体,Carne/corpo,Forma física
草原,cǎoyuán,长满草的原野,Pradaria/estepe,Paisagem natural aberta
帐篷,zhàngpeng,用来居住的篷子,Tenda,Estrutura de abrigo
编织,biānzhī,用线织成布,Tecer/tricotar,Criação têxtil
纺轮,fǎnglún,用来纺线的工具,Roda de fiar,Ferramenta têxtil
轮轴,lúnzhóu,车轮的中心轴,Eixo/árvore,Componente mecânico
屈从,qūcóng,屈服或顺从,Submeter-se/ceder,Ato de rendição
晚霞,wǎnxiá,傍晚的彩云,Brilho vespertino,Cores do pôr do sol
起飞,qǐfēi,飞机开始飞行,Decolar,Início do voo
秘密,mìmì,不公开的事情,Segredo,Conhecimento oculto
高空,gāokōng,很高的天空,Alta altitude,Espaço elevado
血红,xuèhóng,像血一样的红色,Vermelho sangue,Cor vermelha profunda
月亮,yuèliàng,地球的卫星,Lua,Corpo celestial
迟至,chízhì,最晚到,Tão tarde quanto,Referência temporal
诉说,sùshuō,详细地讲述,Contar/narrar,Ato de falar
判,pàn,判决或判定,Sentenciar/condenar,Julgamento legal
家园,jiāyuán,家乡或故乡,Lar/pátria,Lugar de pertencimento
结伴,jiébàn,一起同行,Viajar juntos,Camaradagem
青春,qīngchūn,年轻的时候,Juventude,Idade jovem
革命,gémìng,社会制度的根本改变,Revolução,Mudança social
札记,zhájì,读书时做的笔记,Notas/diário,Registros escritos
难民,nànmín,因战争等原因流离失所的人,Refugiado,Pessoa deslocada
镌刻,juānkè,在硬物上刻字,Gravar/esculpir,Criação artística
乞讨,qǐtǎo,向人要钱或食物,Mendigar,Ato de pedir ajuda
木碗,mùwǎn,用木头做的碗,Tigela de madeira,Contêiner simples
眼红,yǎnhóng,嫉妒或羡慕,Invejoso/olhos vermelhos,Estado emocional
***
混沌,hùndùn,混乱无序的状态,Caos/confusão,Estado desordenado
头颅,tóulú,人的头部,Cabeça/crânio,Parte do corpo que representa a mente
运货马车,yùnhuòmǎchē,用来运货的马车,Carroça de carga,Veículo de transporte
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Balançando/instável,Movimento instável
山冈,shāngāng,小山或丘陵,Colina/montículo,Terra elevada
马车夫,mǎchēfū,驾驶马车的人,Cocheiro,Operador de transporte
上帝,shàngdì,最高的神,Deus,Ser divino
肮脏,āngzāng,不干净的样子,Sujo/imundo,Estado impuro
膝盖,xīgài,大腿和小腿之间的关节,Joelho,Articulação corporal
鞭子,biānzi,用来驱赶牲畜的工具,Chicote,Ferramenta de controle
绝望,juéwàng,完全失去希望,Desesperança/sem esperança,Estado emocional
***
打扫,dǎsǎo,清理或清扫,Limpar/varrer,Ação de limpeza
陌不相识,mòbùxiāngshí,不认识的人,Estranho/desconhecido,Pessoa não familiar
寂寞,jìmò,孤单冷清的感觉,Solitário,Isolamento emocional
阴沉,yīnchén,天气阴暗的样子,Sombrio/escuro,Condição atmosférica
泉水,quánshuǐ,从地下涌出的水,Água de nascente,Fonte de água natural
白白,báibái,没有效果地,Em vão,Sem propósito
开放,kāifàng,花朵张开或开放,Abrir/florescer,Processo natural
美丽,měilì,好看的样子,Belo,Qualidade estética positiva
负伤,fùshāng,受伤或受伤,Ferido/lesionado,Dano físico
麦子,màizi,小麦的植株,Trigo,Cultura de grãos
芳香,fāngxiāng,好闻的气味,Aromático,Qualidade aromática
荒凉,huāngliáng,人烟稀少的样子,Desolado/estéril,Paisagem vazia
承受,chéngshòu,接受或承担,Suportar/aguentar,Aceitar fardo
雷霆,léitíng,打雷的声音,Trovão,Fenômeno natural
圣书,shèngshū,神圣的书籍,Livro sagrado,Texto sagrado
上卷,shàngjuàn,书的上半部分,Volume superior,Primeira parte do livro
翅膀,chìbǎng,鸟类用来飞行的器官,Asas,Partes do corpo para voar
明亮,míngliàng,光线充足的样子,Brilhante/claro,Qualidade da luz
阴沉沉,yīnchénchén,天气很阴暗的样子,Sombrio,Condição atmosférica
下卷,xiàjuàn,书的下半部分,Volume inferior,Segunda parte do livro
欢乐,huānlè,快乐的样子,Alegre/feliz,Emoção positiva
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Vazio/vacante,Carente de conteúdo
合成,héchéng,把不同的东西合在一起,Combinar/fundir,Processo de unificação
劈开,pīkāi,用刀斧等分开,Rachar/partir,Ação de divisão
肢体,zhītǐ,人的四肢和身体,Membros/partes do corpo,Componentes físicos
***
手捧,shǒupěng,用手捧着,Seguurar nas mãos,Ação física
亲生,qīnshēng,自己生的孩子,Biológico/próprio,Relação direta
鲜血,xiānxuè,新鲜的血液,Sangue fresco,Sangue vivo
杯子,bēizi,用来喝水的器皿,Copo/copo,Contêiner
光明,guāngmíng,光亮的样子,Brilho/luz,Iluminação
孪生,luánshēng,双胞胎,Gêmeo,Irmãos idênticos
兄弟,xiōngdì,同父母的男性,Irmãos,Irmãos masculinos
古波斯,gǔbōsī,古代的波斯,Pérsia antiga,Região histórica
高原,gāoyuán,海拔较高的平地,Planalto/terras altas,Terra elevada
地带,dìdài,一定的区域,Região/zona,Área geográfica
神圣,shénshèng,神圣不可侵犯的,Sagrado/santo,Qualidade divina
经典,jīngdiǎn,具有权威性的著作,Clássico/cânone,Texto autoritativo
原野,yuányě,没有树木的广阔平地,Planície/sertão,Paisagem aberta
洪水,hóngshuǐ,大雨造成的灾害,Inundação,Desastre natural
漫上,mànshàng,水涨上来,Inundar,Água subindo
两岸,liǎng'àn,河的两边,Ambas as margens,Lados do rio
平原,píngyuán,地势平坦的地方,Planície/terra plana,Terreno nivelado
剑刃,jiànrèn,剑的锋利部分,Lâmina de espada,Gume afiado
光芒,guāngmáng,强烈的光线,Resplendor/luz,Luz brilhante
走遍,zǒubiàn,走遍所有地方,Viajar por toda parte,Jornada completa
印度,yìndù,南亚的一个国家,Índia,Nome do país
西藏,xīzàng,中国的一个自治区,Tibet,Nome da região
长途跋涉,chángtúbáshè,走很长的路,Jornada longa,Jornada estendida
雪山,xuěshān,终年积雪的山,Montanha nevada,Pico de alta altitude
乱石,luànshí,散乱的石头,Pedras espalhadas,Pedras desordenadas
狮子,shīzi,一种大型猫科动物,Leão,Animal selvagem
寻求,xúnqiú,寻找或追求,Buscar/procurar,Busca ativa
女儿,nǚ'ér,女性的孩子,Filha,Criança feminina
诗,shī,文学的一种体裁,Poesia,Forma literária
流放,liúfàng,被驱逐到远方,Exílio,Banimento
故乡,gùxiāng,出生的地方,Cidade natal,Lugar de origem
山巅,shāndiān,山的最高处,Cume da montanha,Pico
采纳,cǎinà,接受或采用,Adotar/aceitar,Aceitação
言词,yáncí,说话的内容,Palavras/discurso,Linguagem
田野,tiányě,耕种的土地,Campos,Terra agrícola
粮食,liángshi,可以吃的谷物,Grão/comida,Alimento básico
谷仓,gǔcāng,储存粮食的地方,Celeiro,Edifício de armazenamento
覆盖,fùgài,遮盖在上面,Cobrir,Camada protetora
怨恨,yuànhèn,强烈的不满或仇恨,Ressentimento,Emoção negativa
祝福,zhùfú,美好的祝愿,Bênção,Desejo positivo
黑暗,hēi'àn,没有光线的状态,Escuridão,Ausência de luz
母亲,mǔqīn,生养自己的女性,Mãe,Progenitora feminina
地母,dìmǔ,大地母亲,Mãe terra,Feminino divino
夜晚,yèwǎn,天黑到天亮的时间,Noite,Tempo de escuridão
归,guī,属于或归属,Pertencer a,Propriedade
少女,shàonǚ,年轻的女孩,Jovem,Feminino jovem
佩带,pèidài,佩戴或装饰,Usar/adornar,Ação decorativa
花朵,huāduǒ,植物的花,Flor,Beleza natural
鲜嫩,xiānnèn,新鲜嫩滑的样子,Fresco/tenro,Qualidade da juventude
嘴唇,zuǐchún,嘴的边缘部分,Lábios,Parte do corpo
火焰般,huǒyànbān,像火焰一样,Como chama,Qualidade ardente
原始,yuánshǐ,最初的或最初的,Primitivo/original,Estado antigo
头盖骨,tóugàigǔ,头部的骨头,Crânio,Estrutura óssea
掀开,xiānkāi,揭开或打开,Levantar/abrir,Ação de abertura
神,shén,超自然的存在,Deus/divindade,Ser divino
站立,zhànlì,直着身体站着,Ficar em pé,Posição vertical
战场,zhànchǎng,打仗的地方,Campo de batalha,Área de combate
血红,xuèhóng,像血一样的红色,Vermelho sangue,Cor vermelha profunda
冲上,chōngshàng,快速向上移动,Correr para cima,Movimento rápido para cima
火中之火,huǒzhōngzhīhuǒ,火中的火,Fogo no fogo,Fogo intenso
粗糙,cūcāo,不光滑的样子,Áspero/grosseiro,Qualidade da textura
名字,míngzi,人的称呼,Nome,Identificador pessoal
革命,gémìng,社会制度的根本改变,Revolução,Turbulência social
赤裸,chìluǒ,没有穿衣服的样子,Nu/descoberto,Estado descoberto
身体,shēntǐ,人的躯体,Corpo,Forma física
行走,xíngzǒu,走路或移动,Caminhar/mover-se,Locomoção
幻灭,huànmiè,希望破灭,Ilusão e destruição,Desaparecimento
