编织,biānzhī,用线织成布,Υφαίνω/πλέκω,Υφαντική δημιουργία
纺轮,fǎnglún,用来纺线的工具,Αδράχτι,Υφαντικό εργαλείο
轮轴,lúnzhóu,车轮的中心轴,Άξονας/άτρακτος,Μηχανικό συστατικό
屈从,qūcóng,屈服或顺从,Υποκύπτω/υποχωρώ,Πράξη παράδοσης
晚霞,wǎnxiá,傍晚的彩云,Απογευματινό λυκόφως,Χρώματα ηλιοβασιλέματος
起飞,qǐfēi,飞机开始飞行,Απογειώνομαι,Αρχή πτήσης
秘密,mìmì,不公开的事情,Μυστικό,Κρυμμένη γνώση
高空,gāokōng,很高的天空,Μεγάλο υψόμετρο,Υψηλός χώρος
血红,xuèhóng,像血一样的红色,Αιματοκόκκινο,Βαθύ κόκκινο χρώμα
月亮,yuèliàng,地球的卫星,Σελήνη,Ουράνιο σώμα
迟至,chízhì,最晚到,Όχι αργότερα από,Χρονική αναφορά
诉说,sùshuō,详细地讲述,Λέω/διηγούμαι,Πράξη ομιλίας
判,pàn,判决或判定,Καταδικάζω/καταδικάζω,Νομική απόφαση
家园,jiāyuán,家乡或故乡,Πατρίδα/σπίτι,Τόπος ανηκτικότητας
结伴,jiébàn,一起同行,Ταξιδεύω μαζί,Συντροφικότητα
青春,qīngchūn,年轻的时候,Νεότητα,Νεαρή ηλικία
革命,gémìng,社会制度的根本改变,Επανάσταση,Κοινωνική αλλαγή
札记,zhájì,读书时做的笔记,Σημειώσεις/ημερολόγιο,Γραπτά αρχεία
难民,nànmín,因战争等原因流离失所的人,Πρόσφυγας,Εκτοπισμένο πρόσωπο
镌刻,juānkè,在硬物上刻字,Χαράσσω/σκαλίζω,Καλλιτεχνική δημιουργία
乞讨,qǐtǎo,向人要钱或食物,Επαιτώ,Πράξη αιτήματος βοήθειας
木碗,mùwǎn,用木头做的碗,Ξύλινο μπολ,Απλό δοχείο
眼红,yǎnhóng,嫉妒或羡慕,Ζηλότυπος/κόκκινα μάτια,Συναισθηματική κατάσταση
***
混沌,hùndùn,混乱无序的状态,Χάος/σύγχυση,Ανόργανη κατάσταση
头颅,tóulú,人的头部,Κεφάλι/κρανίο,Σωματικό μέρος που αντιπροσωπεύει το μυαλό
运货马车,yùnhuòmǎchē,用来运货的马车,Φορτηγό άμαξα,Μέσο μεταφοράς
摇摇晃晃,yáoyáohuànghuàng,摇摆不定的样子,Ταλαντευόμενος/ασταθής,Ασταθής κίνηση
山冈,shāngāng,小山或丘陵,Λόφος/μικρό βουνό,Υψηλή γη
马车夫,mǎchēfū,驾驶马车的人,Αμαξάς,Χειριστής μεταφορών
上帝,shàngdì,最高的神,Θεός,Θείο ον
肮脏,āngzāng,不干净的样子,Βρώμικος/ακάθαρτος,Ακάθαρτη κατάσταση
膝盖,xīgài,大腿和小腿之间的关节,Γόνατο,Σωματική άρθρωση
鞭子,biānzi,用来驱赶牲畜的工具,Μαστίγιο,Εργαλείο ελέγχου
绝望,juéwàng,完全失去希望,Απελπισία/απελπισία,Συναισθηματική κατάσταση
***
打扫,dǎsǎo,清理或清扫,Καθαρίζω/σαρώνω,Πράξη καθαρισμού
陌不相识,mòbùxiāngshí,不认识的人,Ξένος/άγνωστος,Ανθρώπος που δεν είναι γνωστός
寂寞,jìmò,孤单冷清的感觉,Μοναχικός,Συναισθηματική απομόνωση
阴沉,yīnchén,天气阴暗的样子,Σκοτεινός/σκοτεινός,Ατμοσφαιρική κατάσταση
泉水,quánshuǐ,从地下涌出的水,Νερό πηγής,Φυσική πηγή νερού
白白,báibái,没有效果地,Μάταια,Χωρίς σκοπό
开放,kāifàng,花朵张开或开放,Ανοίγω/ανθίζω,Φυσική διαδικασία
美丽,měilì,好看的样子,Όμορφος,Θετική αισθητική ποιότητα
负伤,fùshāng,受伤或受伤,Τραυματισμένος/τραυματισμένος,Σωματική ζημιά
麦子,màizi,小麦的植株,Σιτάρι,Δημητριακά καλλιέργεια
芳香,fāngxiāng,好闻的气味,Αρωματικός,Αρωματική ποιότητα
荒凉,huāngliáng,人烟稀少的样子,Έρημος/άγονος,Άδειο τοπίο
承受,chéngshòu,接受或承担,Ανέχομαι/υπομένω,Αποδοχή βάρους
雷霆,léitíng,打雷的声音,Κεραυνός,Φυσικό φαινόμενο
圣书,shèngshū,神圣的书籍,Ιερό βιβλίο,Ιερό κείμενο
上卷,shàngjuàn,书的上半部分,Άνω τόμος,Πρώτο μέρος του βιβλίου
翅膀,chìbǎng,鸟类用来飞行的器官,Φτερά,Σωματικά μέρη για πτήση
明亮,míngliàng,光线充足的样子,Φωτεινός/σαφής,Ποιότητα φωτός
阴沉沉,yīnchénchén,天气很阴暗的样子,Σκοτεινός,Ατμοσφαιρική κατάσταση
下卷,xiàjuàn,书的下半部分,Κάτω τόμος,Δεύτερο μέρος του βιβλίου
欢乐,huānlè,快乐的样子,Χαρούμενος/ευτυχισμένος,Θετικό συναίσθημα
空空荡荡,kōngkōngdàngdàng,空无一物的样子,Άδειος/άδειος,Χωρίς περιεχόμενο
合成,héchéng,把不同的东西合在一起,Συνδυάζω/συγχωνεύω,Διαδικασία ενοποίησης
劈开,pīkāi,用刀斧等分开,Σχίζω/διαιρώ,Πράξη διαίρεσης
肢体,zhītǐ,人的四肢和身体,Μέλη/σωματικά μέρη,Φυσικά συστατικά
***
手捧,shǒupěng,用手捧着,Κρατώ στα χέρια,Φυσική πράξη
亲生,qīnshēng,自己生的孩子,Βιολογικός/δικός,Άμεση σχέση
鲜血,xiānxuè,新鲜的血液,Φρέσκο αίμα,Ζωντανό αίμα
杯子,bēizi,用来喝水的器皿,Φλιτζάνι/ποτήρι,Δοχείο
光明,guāngmíng,光亮的样子,Φωτεινότητα/φως,Φωτισμός
孪生,luánshēng,双胞胎,Δίδυμος,Πανομοιότυποι αδελφοί
兄弟,xiōngdì,同父母的男性,Αδελφοί,Αρσενικοί αδελφοί
古波斯,gǔbōsī,古代的波斯,Αρχαία Περσία,Ιστορική περιοχή
高原,gāoyuán,海拔较高的平地,Οροπέδιο/υψηλές γαίες,Υψηλή γη
地带,dìdài,一定的区域,Περιοχή/ζώνη,Γεωγραφική περιοχή
神圣,shénshèng,神圣不可侵犯的,Ιερός/θεϊκός,Θεϊκή ποιότητα
经典,jīngdiǎn,具有权威性的著作,Κλασικός/κανόνας,Εξουσιοδοτημένο κείμενο
原野,yuányě,没有树木的广阔平地,Επίπεδο/έρημος,Ανοιχτό τοπίο
洪水,hóngshuǐ,大雨造成的灾害,Πλημμύρα,Φυσική καταστροφή
漫上,mànshàng,水涨上来,Πλημμυρίζω,Νερό που ανεβαίνει
两岸,liǎng'àn,河的两边,Και οι δύο όχθες,Πλευρές του ποταμού
平原,píngyuán,地势平坦的地方,Επίπεδο/επίπεδη γη,Επίπεδη τοπογραφία
剑刃,jiànrèn,剑的锋利部分,Λεπίδα σπαθιού,Αιχμηρή άκρη
光芒,guāngmáng,强烈的光线,Αυγή/φως,Φωτεινό φως
走遍,zǒubiàn,走遍所有地方,Ταξιδεύω παντού,Πλήρες ταξίδι
印度,yìndù,南亚的一个国家,Ινδία,Όνομα χώρας
西藏,xīzàng,中国的一个自治区,Θιβέτ,Όνομα περιοχής
长途跋涉,chángtúbáshè,走很长的路,Μακρύ ταξίδι,Εκτεταμένο ταξίδι
雪山,xuěshān,终年积雪的山,Χιονισμένο βουνό,Κορυφή υψηλού υψομέτρου
乱石,luànshí,散乱的石头,Διασκορπισμένες πέτρες,Ανόργανες πέτρες
狮子,shīzi,一种大型猫科动物,Λιοντάρι,Άγριο ζώο
寻求,xúnqiú,寻找或追求,Αναζητώ/ψάχνω,Ενεργή αναζήτηση
女儿,nǚ'ér,女性的孩子,Κόρη,Γυναικέο παιδί
诗,shī,文学的一种体裁,Ποίηση,Λογοτεχνική μορφή
流放,liúfàng,被驱逐到远方,Εξορία,Εξορία
故乡,gùxiāng,出生的地方,Γενέτειρα,Τόπος καταγωγής
山巅,shāndiān,山的最高处,Κορυφή βουνού,Κορυφή
采纳,cǎinà,接受或采用,Υιοθετώ/δέχομαι,Αποδοχή
言词,yáncí,说话的内容,Λέξεις/ομιλία,Γλώσσα
田野,tiányě,耕种的土地,Χωράφια,Γεωργική γη
粮食,liángshi,可以吃的谷物,Σιτάρι/τροφή,Βασικό τρόφιμο
谷仓,gǔcāng,储存粮食的地方,Σιταποθήκη,Κτίριο αποθήκευσης
覆盖,fùgài,遮盖在上面,Καλύπτω,Προστατευτικό στρώμα
怨恨,yuànhèn,强烈的不满或仇恨,Πικρία,Αρνητικό συναίσθημα
祝福,zhùfú,美好的祝愿,Ευλογία,Θετική επιθυμία
黑暗,hēi'àn,没有光线的状态,Σκοτάδι,Απουσία φωτός
母亲,mǔqīn,生养自己的女性,Μητέρα,Γυναικέος γονέας
地母,dìmǔ,大地母亲,Μητέρα γη,Θεϊκό θηλυκό
夜晚,yèwǎn,天黑到天亮的时间,Νύχτα,Χρόνος σκοταδιού
归,guī,属于或归属,Ανήκω σε,Ιδιοκτησία
少女,shàonǚ,年轻的女孩,Νεαρή κοπέλα,Γυναικεία νεότητα
佩带,pèidài,佩戴或装饰,Φοράω/διακοσμώ,Διακοσμητική πράξη
花朵,huāduǒ,植物的花,Λουλούδι,Φυσική ομορφιά
鲜嫩,xiānnèn,新鲜嫩滑的样子,Φρέσκο/απαλό,Ποιότητα νεότητας
嘴唇,zuǐchún,嘴的边缘部分,Χείλη,Σωματικό μέρος
火焰般,huǒyànbān,像火焰一样,Σαν φλόγα,Πυρενή ποιότητα
原始,yuánshǐ,最初的或最初的,Πρωτόγονος/αρχικός,Αρχαία κατάσταση
头盖骨,tóugàigǔ,头部的骨头,Κρανίο,Οστέινη δομή
掀开,xiānkāi,揭开或打开,Σηκώνω/ανοίγω,Πράξη ανοίγματος
神,shén,超自然的存在,Θεός/θεότητα,Θείο ον
站立,zhànlì,直着身体站着,Στέκομαι,Κατακόρυφη θέση
战场,zhànchǎng,打仗的地方,Πεδίο μάχης,Ζώνη μάχης
血红,xuèhóng,像血一样的红色,Αιματοκόκκινο,Βαθύ κόκκινο χρώμα
冲上,chōngshàng,快速向上移动,Σπριντάρω επάνω,Γρήγορη κίνηση προς τα πάνω
火中之火,huǒzhōngzhīhuǒ,火中的火,Φωτιά μέσα στη φωτιά,Έντονη φωτιά
粗糙,cūcāo,不光滑的样子,Τραχύς/αγροίκος,Ποιότητα υφής
名字,míngzi,人的称呼,Όνομα,Προσωπικός αναγνωριστικός
革命,gémìng,社会制度的根本改变,Επανάσταση,Κοινωνική αναταραχή
赤裸,chìluǒ,没有穿衣服的样子,Γυμνός/γυμνός,Ακάλυπτη κατάσταση
身体,shēntǐ,人的躯体,Σώμα,Φυσική μορφή
行走,xíngzǒu,走路或移动,Περπατώ/κινώμαι,Κίνηση
幻灭,huànmiè,希望破灭,Ψευδαίσθηση και καταστροφή,Εξαφάνιση
